EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 19-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
18486,FV614 GRYTADALEN                        ,NO,+61:40:01,+005:11:40,  422
18487,FV316 TENGESDAL                         ,NO,+58:51:51,+005:57:43,  170
18488,E6 SKJELLESVIKSKARET                    ,NO,+68:15:23,+016:23:43,  252
18489,FV155 RAKEN                             ,NO,+59:44:22,+011:00:29,  130
18490,E6 FRYA                                 ,NO,+61:31:46,+010:04:28,  185
18491,FV862 SENJAHOPEN                        ,NO,+69:29:56,+017:30:39,   20
18492,E39 LOTETUNNELEN                        ,NO,+61:54:11,+006:01:33,   71
18493,E6 AVSJOEEN                             ,NO,+62:10:50,+009:28:31,  930
18494,RV13 VIKAFJELL                          ,NO,+60:58:09,+006:30:20,  910
18495,BERGEN - SANDSLI                        ,NO,+60:17:29,+005:16:39,   45
18496,E8 BOSSOVARRI                           ,NO,+69:07:06,+020:44:44,  545
18497,E6 FOKSTUGU                             ,NO,+62:06:45,+009:17:11,  980
18498,E18 OERJE VEST                          ,NO,+59:30:36,+011:36:38,  208
18499,EVANGER                                 ,NO,+60:38:48,+006:06:38,   17
18500,FV7 ALVIK AUST                          ,NO,+60:26:36,+006:29:11,   93
18501,E6 HALOGALANDSBRUA                      ,NO,+68:28:05,+017:28:54,   44
18502,E6 SALTFJELLET                          ,NO,+66:33:16,+015:19:24,  676
18503,FV61 HAREID                             ,NO,+62:20:48,+005:54:51,  130
18504,RV4 GJELLERASEN                         ,NO,+59:59:11,+010:55:42,  225
18505,E16 VOSS NORD                           ,NO,+60:38:38,+006:26:08,   81
18506,E39 OSESTAD                             ,NO,+58:06:39,+007:12:33,  150
18507,E16 KALPLASSEN                          ,NO,+60:57:11,+009:20:03,  425
18508,RV15 LOM                                ,NO,+61:50:27,+008:35:03,  379
18509,RV2 SIGERNESSJOEEN                      ,NO,+60:06:06,+012:03:47,  185
18510,BAKKO I HOL II                          ,NO,+60:40:51,+008:00:14,  992
18511,E18 OEDEGARDENS VERK                    ,NO,+58:58:23,+009:32:12,   70
18512,FV472 SANDHORNOEYA                      ,NO,+67:05:00,+014:12:27,   62
18513,RV3 SVINGEN                             ,NO,+60:57:25,+011:29:25,  200
18514,E18 FOKSEROED                           ,NO,+59:10:58,+010:12:28,  100
18515,FV57 MONGSTAD SOER                      ,NO,+60:47:34,+005:01:18,   25
18516,FV542 BOEMLABRUA                        ,NO,+59:44:13,+005:22:45,   20
18517,E6 VINGNES                              ,NO,+61:06:29,+010:26:30,  130
18518,FV40 VEGGLI                             ,NO,+60:02:21,+009:10:00,  227
18519,E6 MOHOLTLIA                            ,NO,+63:24:28,+010:26:20,  120
18520,E39 FURSETFJELLET                       ,NO,+62:49:39,+007:36:16,  210
18521,FV221 VALLDALSFJELL                     ,NO,+62:04:54,+012:07:54,  826
18522,FV32 KIKUT                              ,NO,+59:14:54,+009:39:48,  280
18523,E6 OPPDAL                               ,NO,+62:36:02,+009:43:17,  555
18524,RV7 RALLERUD                            ,NO,+60:15:32,+009:50:43,  212
18525,RV15 BREIDALEN                          ,NO,+62:00:38,+007:23:34,  930
18526,E18 GRELLAND                            ,NO,+59:30:39,+010:12:28,   90
18527,FV301 BERG KIRKE                        ,NO,+58:59:34,+009:55:23,   10
18528,FV170 KOMPVEIEN                         ,NO,+59:56:30,+011:18:05,  145
18529,E6 FJERDINGEN                           ,NO,+64:37:24,+012:36:19,  117
18530,FV33 FEIRING                            ,NO,+60:35:16,+011:08:48,  140
18531,E39 KLAKEGG                             ,NO,+61:36:33,+006:31:44,  224
18532,FV7 GULLBOTN                            ,NO,+60:23:53,+005:39:01,  250
18533,FV211 HAGLEBU                           ,NO,+60:22:00,+009:11:09,  890
18534,E6 SONSVEIEN                            ,NO,+59:31:04,+010:43:31,   25
18535,RV9 DALEHEFTE                           ,NO,+58:18:30,+007:48:45,  280
18536,E6 LANGFJORDBOTN                        ,NO,+70:02:22,+022:15:25,   40
18537,FV33 VARDALSASEN                        ,NO,+60:47:27,+010:23:58,  505
18538,E134 GROENLIHEIA                        ,NO,+59:31:53,+008:06:27,  692
18539,RV85 LANGVASSBUKT                       ,NO,+68:37:04,+015:45:33,   30
18540,RV2 FOETTASKJAERET                      ,NO,+60:22:18,+012:02:36,  170
18541,FV64 ISFJORDEN                          ,NO,+62:34:15,+007:46:59,   27
18542,RV15 MARKANE                            ,NO,+61:54:42,+006:35:00,  220
18543,SLEIPNER B                              ,NO,+58:25:04,+001:43:04,-9999
18544,E6 VIKSELV                              ,NO,+60:37:17,+011:17:58,  160
18545,RV80 BERTNES                            ,NO,+67:17:16,+014:35:35,   30
18546,E8 GARDEBORGBAKKEN                      ,NO,+69:10:54,+020:45:01,  408
18547,FV650 BORRE                             ,NO,+59:21:12,+010:22:57,   55
18548,FV24 STORSJOEEN                         ,NO,+60:21:29,+011:35:22,  135
18549,E6 DJUPVIK                              ,NO,+69:45:12,+020:30:21,   55
18550,FV319 SAGBUKTA                          ,NO,+59:39:45,+010:22:49,    7
18551,E10 KAKERNBRUA                          ,NO,+68:01:06,+013:10:49,   20
18552,TROLL C                                 ,NO,+60:53:08,+003:36:34,  117
18553,FV40 RIENLIA                            ,NO,+59:16:24,+009:55:36,   52
18554,RV76 TOSENFJELLET                       ,NO,+65:18:45,+013:08:34,  402
18555,E39 KVIVSVEIEN                          ,NO,+62:02:18,+006:25:06,   80
18556,RV70 RENSVIK                            ,NO,+63:05:08,+007:47:52,   40
18557,E6 KVAM                                 ,NO,+64:08:57,+011:45:48,  100
18558,FV835 ENGELOEYBRUA                      ,NO,+67:54:10,+015:10:58,   20
18559,RV3 RENA                                ,NO,+61:07:17,+011:21:47,  230
18560,E39 GJEMNESSUNDBRUA                     ,NO,+62:58:15,+007:46:45,   43
18561,E6 ASEN                                 ,NO,+63:37:18,+011:04:18,   30
18562,E8 LAVANGSDALEN                         ,NO,+69:26:02,+019:15:38,   69
18563,RV2 SORMA                               ,NO,+60:45:09,+011:45:45,  160
18564,TIME - LYE                              ,NO,+58:44:09,+005:44:25,  135
18565,E39 SUVATNET                            ,NO,+58:05:09,+007:37:13,   80
18566,FV569 FLERMOBERGET                      ,NO,+61:13:04,+012:41:53,  580
18567,RV7 NESBYEN                             ,NO,+60:31:57,+009:09:16,  159
18568,FV30 MOSENGET                           ,NO,+62:30:01,+011:10:19,  600
18569,RV94 SKJAHOLMEN                         ,NO,+70:32:44,+023:43:49,   25
18570,E39 FINNESTAD                           ,NO,+58:59:26,+005:39:15,   35
18571,E39 OSTEREIDET                          ,NO,+60:37:33,+005:28:19,  100
18572,FV120 ROEDSUND                          ,NO,+59:28:35,+010:47:24,   30
18573,RV35 EGGEMOEN                           ,NO,+60:12:19,+010:18:41,  190
18574,FV17 ROEDHAMMER                         ,NO,+64:20:22,+011:16:53,   38
18575,E39 FJOESANGERVEIEN                     ,NO,+60:21:11,+005:20:17,   15
18576,RV41 HYNNEKLEIV                         ,NO,+58:36:15,+008:24:15,  186
18577,RV5 SVARTHUMLE                          ,NO,+61:33:52,+005:39:56,  190
18578,FV715 MOMYR                             ,NO,+64:05:49,+010:31:28,  265
18579,PV98851 SKJELTENE                       ,NO,+62:35:13,+006:15:55,    2
18580,FV55 KONGSNES                           ,NO,+61:09:51,+006:12:30,   20
18581,FV21 TANGEN                             ,NO,+59:50:38,+011:43:04,  171
18582,RV714 VAVATNET                          ,NO,+63:18:33,+009:34:06,  310
18583,E6 BUVATNET                             ,NO,+62:51:41,+010:01:17,  425
18584,STORGAMA                                ,NO,+59:03:07,+008:39:12,  570
18585,FV175 FOLMO                             ,NO,+60:08:48,+011:29:38,  145
18586,GEITHUS                                 ,NO,+59:55:13,+009:58:22,   64
18587,RV2 HASLEMOSLETTA                       ,NO,+60:37:26,+011:56:33,  189
18588,DRAMMEN - SLETTA                        ,NO,+59:44:39,+010:13:51,    4
18589,E16 FILEFJELL V/SMEDDALEN               ,NO,+61:10:04,+008:02:29,  934
18590,FV50 VESTREDALEN                        ,NO,+60:44:30,+007:34:28, 1160
18591,E6 NAMSSKOGAN                           ,NO,+65:03:46,+013:18:09,  280
18592,E16 EIDESMOEN                           ,NO,+60:38:16,+006:12:18,   45
18593,OSEBERG SOER                            ,NO,+60:23:25,+002:47:48,    0
18594,E39 KRINGLA                             ,NO,+60:56:27,+005:29:56,  220
18595,STATFJORD A                             ,NO,+61:15:19,+001:51:07,  118
18596,E6 GROENBAKKEN                          ,NO,+62:16:36,+009:35:16,  940
18597,FV580 HAUKELAND                         ,NO,+60:21:24,+005:27:05,   80
18598,E14 TEVELDAL                            ,NO,+63:20:26,+012:02:18,  465
18599,FV51 VALDRESFLYE                        ,NO,+61:23:21,+008:48:37, 1390
18600,E18 SMALENENES BRU                      ,NO,+59:35:31,+011:05:42,   97
18601,FV614 LANGESI                           ,NO,+61:49:57,+005:27:30,  374
18602,ASGARD B                                ,NO,+65:06:37,+006:47:27,  114
18603,E136 BRUSTUGLIA                         ,NO,+62:17:39,+008:07:32,  450
18604,FV42 TVERRA                             ,NO,+58:37:35,+006:29:12,  385
18605,FV181 FINSBRATAN                        ,NO,+60:22:15,+011:21:32,  322
18606,RV3 BERGEROENNINGEN                     ,NO,+62:10:44,+010:36:59,  480
18607,RV22 KROKEDAL                           ,NO,+59:45:29,+011:17:31,  179
18608,RV7 OEVRE KROEDSHERAD                   ,NO,+60:16:06,+009:41:31,  150
18609,KV4821 NIPEDALEN                        ,NO,+60:22:06,+005:15:56,   98
18610,RV25 MIDTSKOGBERGET                     ,NO,+61:07:06,+012:03:52,  575
18611,E10 SKITDALSHOEGDA                      ,NO,+68:30:57,+017:52:20,  400
18612,STATFJORD B                             ,NO,+61:12:23,+001:49:44,  142
18613,E134 MEHEIA                             ,NO,+59:36:39,+009:27:15,  390
18614,FV615 HYEN                              ,NO,+61:45:01,+005:56:48,    7
18615,FV29 GRAVBEKKLIA                        ,NO,+62:11:02,+009:43:05,  808
18616,FV705 LANGSVOLA                         ,NO,+62:52:17,+011:48:28,  865
18617,E16 OEYERMOEN                           ,NO,+60:15:09,+012:27:21,  273
18618,FV353 BRUMYRDAL                         ,NO,+59:07:32,+009:30:28,   10
18619,E10 TJELDSUND BRU                       ,NO,+68:37:40,+016:34:59,   20
18620,E39 ROMARHEIMDALEN                      ,NO,+60:47:29,+005:37:26,  325
18621,E16 LANGHUSO                            ,NO,+60:53:36,+007:03:20,  490
18622,FV82 KJOELHAGEN                         ,NO,+69:16:15,+016:02:25,   45
18623,E6 FURUSET                              ,NO,+59:56:16,+010:53:26,  160
18624,FV45 HUNNEDALEN                         ,NO,+58:53:35,+006:39:59,  660
18625,FV172 HOLTER                            ,NO,+59:57:15,+011:12:11,  128
18626,FV51 GOLSFJELLET                        ,NO,+60:49:03,+009:07:06,  830
18627,RV36 SELJORD                            ,NO,+59:29:21,+008:38:39,  125
18628,MJOENDALEN - ORKIDEHOEGDA               ,NO,+59:44:58,+010:01:39,    4
18629,RV15 TOTLAND                            ,NO,+61:56:04,+005:23:42,   23
18630,RV35 NAKKERUD                           ,NO,+60:03:06,+010:02:56,  135
18631,E6 KVAENANGSFJELLET                     ,NO,+69:53:52,+021:36:25,  390
18632,FV848 FORNES                            ,NO,+68:52:10,+017:28:44,    8
18633,E16 BEGNADALEN                          ,NO,+60:37:54,+009:53:43,  170
18634,E39 MEHAMMAR                            ,NO,+59:54:46,+005:29:17,   60
18635,FV888 STORE REINOKSEVATN                ,NO,+70:43:40,+027:29:48,  338
18636,ROEYKEN - SKOGSBORG                     ,NO,+59:41:30,+010:31:10,    3
18637,FV30 RUGLDALEN                          ,NO,+62:44:25,+011:19:27,  700
18638,E134 VINJE                              ,NO,+59:37:13,+007:49:59,  490
18639,GARDERMOEN PLU                          ,NO,+60:12:38,+011:04:41,  203
18640,FV53 NADDVIK                            ,NO,+61:11:17,+007:37:18,   35
18641,E39 KALDFOSS                            ,NO,+63:19:46,+009:59:53,   70
18642,FV33 TONSASEN                           ,NO,+60:51:51,+009:32:42,  767
18643,FV76 OESTERHOLTHEIA                     ,NO,+58:51:03,+009:07:10,   85
18644,FV660 VISTDALSHEIA                      ,NO,+62:39:28,+008:02:33,  500
18645,E6 KIRKENES SYD                         ,NO,+69:41:13,+030:00:18,   60
18646,UVDAL KRAFTVERK                         ,NO,+60:15:18,+008:42:20,  648
18647,E18 STUDEVANN                           ,NO,+58:11:57,+008:11:11,   35
18648,E6 MAJAVATN                             ,NO,+65:13:00,+013:22:05,  355
18649,GAUSTATOPPEN                            ,NO,+59:50:58,+008:39:21, 1804
18650,E8 GALGO                                ,NO,+69:08:48,+020:44:48,  510
18651,RV3 KOPPANG                             ,NO,+61:34:28,+011:00:15,  283
18652,E6 FILEFJELL                            ,NO,+61:10:41,+008:09:10, 1010
18653,E39 FORUS                               ,NO,+58:53:03,+005:43:05,   15
18654,FV866 MAURSUND                          ,NO,+69:56:12,+020:54:50,    5
18655,RV4 STRYKEN                             ,NO,+60:09:24,+010:43:18,  235
18656,E18 HOLSTAD                             ,NO,+59:41:06,+010:49:51,   91
18657,RV15 FOSNES                             ,NO,+61:54:28,+007:03:32,   32
18658,FV40 DAGALIFJELL                        ,NO,+60:22:26,+008:29:18, 1035
18659,ENGABREEN - SKJAERET                    ,NO,+66:38:35,+013:55:46, 1362
18660,E39 REGEVIK                             ,NO,+58:22:13,+006:37:53,  150
18661,FV169 ASERUD                            ,NO,+59:50:20,+011:21:45,  204
18662,E18 LANNER                              ,NO,+59:06:02,+009:46:15,  130
18663,FV17 SJONFJELLET                        ,NO,+66:17:09,+013:17:17,  320
18664,E39 REED                                ,NO,+61:44:21,+006:23:29,   82
18665,MJOENDALEN - ASEN                       ,NO,+59:43:58,+010:01:32,  166
18666,FV37 RAULANDSFJELLET                    ,NO,+59:47:52,+008:15:29,  959
18667,FV770 ROERVIK                           ,NO,+64:50:54,+011:13:55,   35
18668,E16 GARDERMOEN                          ,NO,+60:10:04,+011:06:59,  203
18669,E39 BRUSDALEN                           ,NO,+62:29:00,+006:28:19,   70
18670,SKURDEVIKAI                             ,NO,+60:22:40,+007:34:09, 1250
18671,E6 MALVIK                               ,NO,+63:25:33,+010:39:50,  133
18672,E16 SOLLIHOEGDA VEST                    ,NO,+59:57:50,+010:20:36,  340
18673,RV3 LITJFOSSEN                          ,NO,+62:40:09,+010:09:07,  525
18674,FV250 VINGOMRASAN                       ,NO,+61:00:37,+010:08:43,  796
18675,E6 MINNESUND                            ,NO,+60:23:52,+011:13:49,  150
18676,FV60 STRANDAFJELLET                     ,NO,+62:17:29,+006:47:34,  504
18677,RV3 KVIKNESKOGEN                        ,NO,+62:28:35,+010:23:33,  695
18678,FV308 TJOEME-BUDAL                      ,NO,+59:07:30,+010:23:04,   16
18679,FV53 BRENNBORG                          ,NO,+61:16:19,+007:45:57,   50
18680,FV84 GUMPEN                             ,NO,+69:04:18,+017:57:47,  175
18681,FV26 SKARVEN                            ,NO,+61:50:26,+011:59:34,  754
18682,E39 SVORTA                              ,NO,+62:28:58,+006:38:44,   20
18683,FV72 INNSMOEN                           ,NO,+63:39:21,+012:12:51,  430
18684,RV3 EBRU                                ,NO,+60:51:47,+011:25:01,  270
18685,SPOERTEGGBU                             ,NO,+61:35:47,+007:23:20, 1585
18686,FV313 BOGEN                             ,NO,+59:31:51,+010:15:51,   25
18687,E18 SANDVIKA                            ,NO,+59:53:31,+010:32:25,    3
18688,RV7 SOKNA                               ,NO,+60:13:21,+009:50:26,  210
18689,E39 RENNESOEY                           ,NO,+59:07:19,+005:40:48,   30
18690,FV7 KVAMSKOGEN                          ,NO,+60:23:16,+005:58:00,  448
18691,FV60 UTVIKFJELLET                       ,NO,+61:46:00,+006:30:15,  635
18692,STEINKJER - SOENDRE EGGE                ,NO,+64:01:18,+011:26:57,    6
18693,E18 HASLESTAD                           ,NO,+58:34:26,+008:50:29,   60
18694,E8 HALSEBAKKAN NEDRE                    ,NO,+69:17:07,+020:27:56,  148
18695,E10 AKKARVIKA                           ,NO,+67:57:46,+013:09:15,   54
18696,RV9 HEKNI                               ,NO,+59:01:41,+007:32:53,  235
18697,KVITEBJOERNFELTET                       ,NO,+61:04:44,+002:30:23,    0
18698,FV62 EIDSOERA                           ,NO,+62:47:58,+008:09:57,   37
18699,RV13 SVELGANE                           ,NO,+60:36:52,+006:31:59,  237
18700,E6 TUSSVIKA                             ,NO,+67:13:23,+015:24:45,   90
18701,FV572 EDDEGJELET                        ,NO,+60:30:56,+006:54:52,    9
18702,E6 ANDELVA                              ,NO,+60:17:07,+011:08:08,  180
18703,RV7 SKULEVIKA                           ,NO,+60:23:57,+007:36:52, 1180
18704,E39 FLASKJAER                           ,NO,+62:16:12,+005:59:30,   20
18705,ORMEN LANGE                             ,NO,+63:30:00,+005:00:00,    0
18706,FV91 BREIVIKEIDET                       ,NO,+69:39:21,+019:34:04,   20
18707,FV509 SUNDEKROSSEN                      ,NO,+58:57:43,+005:36:52,   20
18708,RV4 LYGNA                               ,NO,+60:27:16,+010:38:35,  620
18709,FV510 REGE                              ,NO,+58:51:29,+005:38:48,   30
18710,FV217 STEINRUSTEN                       ,NO,+60:26:29,+005:10:50,   17
18711,GRANEFELTET                             ,NO,+59:09:55,+002:29:13,-9999
18712,FV714 HITRA                             ,NO,+63:33:14,+009:03:11,   74
18713,FV347 ARNOEYA                           ,NO,+70:03:57,+020:33:52,   30
18714,E14 MEADAL                              ,NO,+63:27:55,+011:29:44,   90
18715,RV52 EIKREDAMMEN                        ,NO,+60:47:09,+008:44:39,  570
18716,GUDRUNFELTET                            ,NO,+58:50:43,+001:44:36,   30
18717,RV13 JOERPELAND                         ,NO,+59:00:52,+006:02:56,   10
18718,E6 SENNALANDET                          ,NO,+70:10:50,+023:56:29,  339
18719,FV74 SANDOELA                           ,NO,+64:29:27,+013:06:02,  467
18720,RV4 EINA                                ,NO,+60:36:45,+010:37:50,  410
18721,RV77 GRADDIS                            ,NO,+66:45:09,+015:49:22,  601
18722,E6 SKJOMENBRUA                          ,NO,+68:22:15,+017:14:38,   30
18723,RV150 AKER SYKEHUS                      ,NO,+59:56:27,+010:47:53,  140
18724,E134 FJAERA                             ,NO,+59:52:24,+006:22:53,    4
18725,E6 BARTA                                ,NO,+69:45:23,+026:08:44,  120
18726,E69 VEDBOTN                             ,NO,+70:46:35,+025:37:46,   10
18727,KRAKENES FYR                            ,NO,+62:02:04,+004:59:08,   38
18728,OEYFJELL - TROVATN                      ,NO,+59:34:27,+008:12:15,  715
18729,BUGOEYFJORD                             ,NO,+69:51:19,+029:25:42,    8
18730,VINSTRA                                 ,NO,+61:35:39,+009:45:07,  241
18731,BINGSA                                  ,NO,+62:28:58,+006:23:17,   18
18732,MESTERVIK                               ,NO,+69:19:46,+018:53:20,   12
18733,KONGSVOLL                               ,NO,+62:18:24,+009:36:20,  885
18734,VARDEFJELL                              ,NO,+65:52:41,+013:18:15,  634
18735,TRYSIL                                  ,NO,+61:19:35,+012:14:58,  356
18737,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:17,+005:20:27,   22
18738,FEREN                                   ,NO,+63:33:14,+011:57:07,  405
18739,DRAG - AJLUOKTA                         ,NO,+68:02:49,+016:05:02,   19
18740,LUSTER SANATORIUM                       ,NO,+61:26:26,+007:25:40,  484
18741,LEIRKJOSEN                              ,NO,+69:33:06,+017:54:46,    9
18742,HOEYLANDET - DRAGEIDET                  ,NO,+64:33:29,+012:10:55,   29
18743,OTEREN                                  ,NO,+69:15:21,+019:52:35,   12
18744,HELNES FYR                              ,NO,+71:03:41,+026:13:17,   33
18745,FANA FORSOEKSSTASJON                    ,NO,+60:15:36,+005:21:11,   48
18746,OERSTAVIK - VELLE                       ,NO,+62:12:09,+006:07:55,   35
18747,MERDOEY                                 ,NO,+58:25:59,+008:48:00,   10
18748,FOERDE I SUNNFJORD II                   ,NO,+61:27:52,+005:50:27,   41
18749,BOE I VESTERALEN II                     ,NO,+68:37:55,+014:27:47,   12
18750,TRYVASSHOEGDA II                        ,NO,+59:59:18,+010:40:04,  528
18751,GEILO - GEILOSTOELEN                    ,NO,+60:31:35,+008:13:23,  795
18752,BERG I SNASA II                         ,NO,+64:14:47,+012:24:34,  127
18753,HVAM - TOLVHUS                          ,NO,+60:06:20,+011:24:06,  159
18754,BRENNELV                                ,NO,+70:04:00,+025:07:00,   35
18755,HJERKINN                                ,NO,+62:13:18,+009:34:40,  953
18756,MOSJOEEN - MOSAL                        ,NO,+65:51:05,+013:11:42,    4
18757,KAPP LEE                                ,SJ,+78:06:00,+020:55:00,    5
18758,BASTAD                                  ,NO,+59:42:16,+011:18:00,  172
18759,SOENSTERUD                              ,NO,+60:39:20,+012:03:42,  186
18760,YTTEROEY                                ,NO,+63:48:03,+011:11:07,   76
18761,BROENNOEYSUND III                       ,NO,+65:28:36,+012:12:45,    5
18762,FRIGG                                   ,NO,+59:53:08,+002:04:15,-9999
18763,SOMMAROEY I SENJA                       ,NO,+69:37:59,+018:00:38,    2
18764,SANDSOEY I SENJA                        ,NO,+68:56:40,+016:39:18,   17
18765,VERDAL - STIKLESTAD                     ,NO,+63:48:06,+011:34:09,   49
18766,SKJOMEN - SLETTJORD                     ,NO,+68:17:17,+017:18:35,    6
18767,LINDESNES FYR                           ,NO,+57:58:58,+007:02:48,   17
18768,OLDEN - VANGBERG                        ,NO,+61:51:43,+006:45:19,   81
18769,SYFTELAND                               ,NO,+60:14:17,+005:26:30,   55
18770,PASVIK                                  ,NO,+69:09:52,+029:14:44,   54
18771,VEST-TORPA                              ,NO,+60:56:08,+010:02:04,  562
18772,KITTILBU                                ,NO,+61:10:00,+009:58:00,  816
18773,LESJASKOG                               ,NO,+62:13:54,+008:22:23,  621
18774,VERDAL - REPPE                          ,NO,+63:46:54,+011:40:31,   81
18775,KOBBELV                                 ,NO,+67:35:31,+015:53:22,    7
18776,FJAERLAND - SKARESTAD                   ,NO,+61:26:07,+006:46:14,   10
18777,BARENTSBURG                             ,SJ,+78:03:16,+014:13:30,   40
18778,TINGVOLL II                             ,NO,+62:54:00,+008:13:00,   87
18779,STRANDA - HELSEM                        ,NO,+62:17:35,+006:57:16,   84
18780,FANNARAKI                               ,NO,+61:30:56,+007:54:20, 2062
18781,MOGEN TEST                              ,NO,+60:01:12,+007:54:36,  954
18782,HOELAND - LOEKEN                        ,NO,+59:47:52,+011:27:52,  134
18784,VOLLEN I SLIDRE                         ,NO,+61:05:17,+008:58:58,  403
18785,LINDESNES FYR                           ,NO,+57:58:58,+007:02:52,   13
18786,KLEPP                                   ,NO,+58:47:44,+005:37:30,   14
18787,UTVIK                                   ,NO,+61:48:25,+006:31:18,    4
18788,ALTA                                    ,NO,+69:58:00,+023:15:00,    4
18789,MYKLEMYR                                ,NO,+61:31:27,+007:16:33,   98
18791,KIRKENES LUFTHAVN - HOEYDE 212          ,NO,+69:42:35,+029:52:09,  212
18792,KINN                                    ,NO,+61:33:39,+004:46:10,    9
18793,STARHEIM                                ,NO,+61:55:22,+005:47:02,   61
18794,KALVAERET                               ,NO,+64:20:04,+010:19:09,   12
18795,HAKADAL - BLIKSRUDHAGAN                 ,NO,+60:05:52,+010:51:51,  174
18796,SKUDENES II                             ,NO,+59:08:56,+005:14:57,    2
18797,NERDAL I RANA                           ,NO,+66:15:42,+013:58:17,   31
18798,KRISTIANSAND S - EG                     ,NO,+58:09:50,+007:58:54,   22
18799,ALNA                                    ,NO,+59:55:37,+010:50:07,   90
18800,INDRE MATRE                             ,NO,+59:51:33,+005:59:26,   24
18801,SVANDALSFLONA                           ,NO,+59:51:00,+006:57:00, 1048
18802,SANDNESSJOEEN - BJOERKLI                ,NO,+65:59:29,+012:35:17,   75
18803,EIDSBERG - JOHNSRUD                     ,NO,+59:30:00,+011:16:59,  135
18804,FLISA                                   ,NO,+60:37:01,+012:01:00,  184
18805,HAMMERFEST RADIO                        ,NO,+70:40:37,+023:39:47,   69
18806,VOSS - BOE                              ,NO,+60:38:31,+006:29:21,  125
18807,HOKKSUND - LOE                          ,NO,+59:46:08,+009:54:56,    7
18808,NORDLI - BRATTVOLD                      ,NO,+64:26:49,+013:42:47,  462
18809,VIVASSDALEN                             ,NO,+59:57:11,+006:57:46,  823
18810,VARDEN - FILEFJELL                      ,NO,+61:10:40,+008:09:02, 1012
18811,TRONDHEIM - TYHOLT                      ,NO,+63:25:21,+010:25:49,  113
18812,LEIKANGER                               ,NO,+61:10:49,+006:51:46,   53
18813,STUGUSJOE - PATRUSLIA                   ,NO,+62:56:03,+011:50:30,  615
18814,LAERDAL - MOLDO                         ,NO,+61:03:59,+007:30:51,   24
18815,DOENSKI                                 ,NO,+59:54:01,+010:30:03,   59
18816,OPPDAL                                  ,NO,+62:35:33,+009:41:39,  543
18817,BJOERKEHAUG I JOSTEDAL                  ,NO,+61:39:33,+007:16:33,  305
18818,MAJAVATN III                            ,NO,+65:10:48,+013:25:12,  339
18819,MODALEN II                              ,NO,+60:50:27,+005:57:11,  114
18820,NELAUG - OEYNES                         ,NO,+58:40:14,+008:37:00,  147
18821,FLO                                     ,NO,+61:56:43,+007:01:31,   40
18822,KJELLER II                              ,NO,+59:58:00,+011:03:00,  112
18823,MOESSTRAND                              ,NO,+59:51:07,+008:03:52,  948
18824,SKOTTERUD                               ,NO,+59:58:59,+012:07:00,  150
18825,KONSMO - HOEYLAND                       ,NO,+58:16:00,+007:22:50,  263
18826,FAUSKE - ERIKSTAD                       ,NO,+67:15:00,+015:22:00,   14
18827,DOVRE II                                ,NO,+62:04:22,+009:05:20,  546
18828,UALAND - BJULAND                        ,NO,+58:32:45,+006:21:15,  196
18829,YME                                     ,NO,+57:49:08,+004:31:10,-9999
18830,OEYESTRANDA                             ,NO,+58:16:57,+006:54:16,    2
18831,ULLADAL - FJELLBERG                     ,NO,+59:22:27,+006:25:51,  382
18832,MERAKER - KROGSTAD                      ,NO,+63:26:35,+011:41:57,  145
18833,UPSANGERVATN                            ,NO,+59:50:36,+005:45:56,   60
18834,AASEN                                   ,NO,+60:33:00,+009:10:00,  369
18835,VENNAFJELL                              ,NO,+63:18:45,+010:55:22,  688
18836,LANGOEYTANGEN FYR                       ,NO,+58:59:30,+009:45:24,    6
18837,STUGUSJOE II                            ,NO,+62:53:48,+011:52:37,  616
18839,DAGALI                                  ,NO,+60:24:46,+008:25:49,  895
18840,ROEST II                                ,NO,+67:30:23,+012:04:33,   10
18841,HOELAND - KOLLERUD                      ,NO,+59:42:50,+011:26:30,  139
18843,SAELI II                                ,NO,+59:32:51,+008:25:14,  614
18844,STAUR FORSOEKSGARD                      ,NO,+60:43:36,+011:06:21,  153
18845,VANGSNES                                ,NO,+61:10:19,+006:38:36,   51
18846,KISTRAND II                             ,NO,+70:26:49,+025:12:55,   14
18847,LEVAJOK - EVJEN                         ,NO,+69:54:01,+026:24:15,  112
18848,LOESSET                                 ,NO,+61:22:00,+011:22:59,  262
18849,NORDREISA - OEYENG                      ,NO,+69:44:48,+021:01:36,    5
18850,DOMBAS - KIRKENAER                      ,NO,+62:04:32,+009:07:23,  645
